	A_A	A_R	A_N	A_D	A_C	A_E	A_Q	A_G	A_H	A_I	A_L	A_K	A_M	A_F	A_P	A_S	A_T	A_W	A_Y	A_V	R_A	R_R	R_N	R_D	R_C	R_E	R_Q	R_G	R_H	R_I	R_L	R_K	R_M	R_F	R_P	R_S	R_T	R_W	R_Y	R_V	N_A	N_R	N_N	N_D	N_C	N_E	N_Q	N_G	N_H	N_I	N_L	N_K	N_M	N_F	N_P	N_S	N_T	N_W	N_Y	N_V	D_A	D_R	D_N	D_D	D_C	D_E	D_Q	D_G	D_H	D_I	D_L	D_K	D_M	D_F	D_P	D_S	D_T	D_W	D_Y	D_V	C_A	C_R	C_N	C_D	C_C	C_E	C_Q	C_G	C_H	C_I	C_L	C_K	C_M	C_F	C_P	C_S	C_T	C_W	C_Y	C_V	E_A	E_R	E_N	E_D	E_C	E_E	E_Q	E_G	E_H	E_I	E_L	E_K	E_M	E_F	E_P	E_S	E_T	E_W	E_Y	E_V	Q_A	Q_R	Q_N	Q_D	Q_C	Q_E	Q_Q	Q_G	Q_H	Q_I	Q_L	Q_K	Q_M	Q_F	Q_P	Q_S	Q_T	Q_W	Q_Y	Q_V	G_A	G_R	G_N	G_D	G_C	G_E	G_Q	G_G	G_H	G_I	G_L	G_K	G_M	G_F	G_P	G_S	G_T	G_W	G_Y	G_V	H_A	H_R	H_N	H_D	H_C	H_E	H_Q	H_G	H_H	H_I	H_L	H_K	H_M	H_F	H_P	H_S	H_T	H_W	H_Y	H_V	I_A	I_R	I_N	I_D	I_C	I_E	I_Q	I_G	I_H	I_I	I_L	I_K	I_M	I_F	I_P	I_S	I_T	I_W	I_Y	I_V	L_A	L_R	L_N	L_D	L_C	L_E	L_Q	L_G	L_H	L_I	L_L	L_K	L_M	L_F	L_P	L_S	L_T	L_W	L_Y	L_V	K_A	K_R	K_N	K_D	K_C	K_E	K_Q	K_G	K_H	K_I	K_L	K_K	K_M	K_F	K_P	K_S	K_T	K_W	K_Y	K_V	M_A	M_R	M_N	M_D	M_C	M_E	M_Q	M_G	M_H	M_I	M_L	M_K	M_M	M_F	M_P	M_S	M_T	M_W	M_Y	M_V	F_A	F_R	F_N	F_D	F_C	F_E	F_Q	F_G	F_H	F_I	F_L	F_K	F_M	F_F	F_P	F_S	F_T	F_W	F_Y	F_V	P_A	P_R	P_N	P_D	P_C	P_E	P_Q	P_G	P_H	P_I	P_L	P_K	P_M	P_F	P_P	P_S	P_T	P_W	P_Y	P_V	S_A	S_R	S_N	S_D	S_C	S_E	S_Q	S_G	S_H	S_I	S_L	S_K	S_M	S_F	S_P	S_S	S_T	S_W	S_Y	S_V	T_A	T_R	T_N	T_D	T_C	T_E	T_Q	T_G	T_H	T_I	T_L	T_K	T_M	T_F	T_P	T_S	T_T	T_W	T_Y	T_V	W_A	W_R	W_N	W_D	W_C	W_E	W_Q	W_G	W_H	W_I	W_L	W_K	W_M	W_F	W_P	W_S	W_T	W_W	W_Y	W_V	Y_A	Y_R	Y_N	Y_D	Y_C	Y_E	Y_Q	Y_G	Y_H	Y_I	Y_L	Y_K	Y_M	Y_F	Y_P	Y_S	Y_T	Y_W	Y_Y	Y_V	V_A	V_R	V_N	V_D	V_C	V_E	V_Q	V_G	V_H	V_I	V_L	V_K	V_M	V_F	V_P	V_S	V_T	V_W	V_Y	V_V
A_L	5	14	1	1	3	1	16	2	25	119	-1746	5	151	94	20	18	25	5	4	178	 	 	 	 	 	 	 	 	 	1	7	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	 	4	 	 	2	 	 	 	 	 	5	 	1	 	 	 	 	1	 	 	1	17	 	 	 	 	1	 	 	 	4	 	 	 	 	 	 	 	 	 	2	16	 	1	 	 	 	 	 	 	3	 	1	 	 	 	 	 	 	1	3	21	1	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	 	6	 	 	 	 	 	1	 	 	9	1	 	 	 	 	 	2	 	1	7	84	1	3	2	1	 	1	 	 	5	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	1	 	1	1	29	 	1	1	 	 	 	 	 	4	 	1	 	 	 	 	 	 	 	1	18	 	1	1	 	 	 	 	 	6	 	 	 	 	 	 	 	 	 	2	4	 	1	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	12	 	 	 	 	 	 	 	 	2	 	1	 	 	 	 	 	 	 	1	10	 	1	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	27	 	1	1	1	 	 	 	 	28	1	1	 	 	1	2	1	 	1	13	226	 	3	3	 	4	8	 	2	17	 	1	 	 	 	 	1	1	1	6	213	 	2	3	5	1	1	 	1	5	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	1	 	 	 	21	1	3	 	 	 	 	6	1	1	8	252	2	5	6	 	4	1	 	1	10
A_K	17	458	52	9	4	50	97	4	11	7	10	-2623	17	 	6	25	40	2	 	11	 	1	 	1	 	1	2	 	 	 	 	12	 	1	 	 	1	 	 	2	2	3	 	 	 	 	 	 	 	 	 	18	2	 	 	 	1	 	 	9	 	7	1	 	 	1	 	2	 	 	 	58	 	 	 	1	 	 	 	2	 	1	 	 	 	 	 	 	 	 	 	24	 	 	 	 	 	 	 	7	 	8	1	 	 	 	3	 	 	 	 	117	1	 	1	 	1	 	 	3	 	1	 	 	 	 	2	 	 	 	 	18	 	 	 	 	2	 	 	6	 	14	2	1	1	1	2	2	 	 	1	118	 	 	 	2	3	 	 	1	 	1	 	 	 	1	 	 	 	 	 	32	 	 	 	 	1	 	 	8	 	3	 	 	 	2	2	1	 	 	 	23	 	 	 	2	1	 	 	3	 	4	 	 	 	 	1	 	2	 	1	26	 	 	 	3	 	 	 	3	 	2	3	 	 	1	1	 	 	 	1	25	 	 	 	 	1	 	 	1	 	2	 	1	 	1	 	 	 	 	 	11	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	 	 	 	 	 	 	 	6	 	7	1	1	1	1	1	 	 	1	1	49	 	 	 	 	1	 	 	49	1	32	4	1	 	5	18	1	2	1	1	495	2	 	1	8	8	 	 	22	2	13	4	1	1	5	13	 	1	1	4	249	3	 	2	5	8	 	 	1	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	28	1	18	4	 	 	5	4	 	3	1	1	308	2	 	 	4	4	 	 	1
A_M	11	8	2	2	3	5	5	 	1	223	328	34	-1377	35	2	11	76	 	 	186	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	1	 	2	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	3	1	5	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	1	 	 	 	 	 	 	 	4	3	 	30	 	 	 	2	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	1	2	 	9	 	 	 	1	 	 	2	 	 	 	 	 	 	 	 	 	 	1	 	2	 	 	 	1	3	 	2	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	1	 	10	 	 	 	1	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	1	2	 	7	 	 	 	 	 	 	13	1	1	 	 	 	 	1	 	 	1	9	1	115	 	 	3	4	 	 	14	1	1	1	 	 	 	 	 	 	4	9	2	105	 	 	1	4	 	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	3	1	 	 	 	1	 	 	 	4	9	1	142	1	 	1	3	 	 	6
A_F	10	2	1	 	15	 	2	 	7	53	184	 	8	-2200	4	40	30	3	329	36	 	 	 	 	 	 	 	 	 	 	1	 	 	15	 	 	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	22	 	 	 	 	1	3	 	 	 	 	 	 	 	 	 	2	1	 	 	9	 	 	 	 	1	3	 	 	 	 	 	 	 	1	 	1	 	 	 	35	 	 	 	 	1	4	 	 	 	 	 	 	 	 	 	6	1	1	 	25	 	 	 	 	8	2	 	 	 	 	 	 	 	 	 	 	 	 	 	9	 	 	 	 	1	9	 	 	 	 	1	 	 	1	 	11	16	 	3	142	1	1	1	 	10	11	 	 	 	 	 	 	 	 	 	 	 	 	 	14	 	 	 	 	 	5	1	 	 	 	4	 	 	 	 	 	2	 	 	27	 	1	1	 	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	41	 	1	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 	 	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	 	7	 	 	 	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	16	 	 	 	 	1	6	 	 	 	 	2	 	 	 	 	1	3	 	 	56	1	 	 	 	2	12	1	 	 	 	 	 	 	 	1	1	12	 	 	264	1	3	1	 	11	30	1	 	 	 	4	 	 	 	1	3	12	 	 	289	1	4	1	1	15	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	 	 	 	 	 	21	 	 	 	 	2	 	 	 	1	2	9	 	1	383	 	3	 	 	12	5
A_P	83	28	9	3	6	5	63	9	7	10	108	6	9	4	-2385	53	58	1	2	34	 	 	 	 	 	 	 	 	 	 	3	 	2	 	11	 	 	 	2	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	14	2	1	 	 	15	6	2	1	 	 	 	 	3	 	1	1	 	 	 	35	3	1	 	1	6	1	 	 	 	 	 	 	 	 	 	 	 	 	 	25	 	 	 	 	25	1	4	1	 	 	 	2	 	 	2	2	1	 	 	33	3	4	 	 	3	1	3	 	 	 	 	 	 	 	 	7	 	2	 	46	 	 	 	 	14	3	1	2	 	 	1	3	1	1	1	12	2	 	1	191	10	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 	 	 	2	2	1	 	 	 	 	 	 	 	 	2	1	 	 	26	2	1	 	 	3	6	8	2	 	1	1	 	 	 	 	7	 	2	 	63	2	1	 	1	3	1	 	2	 	 	 	 	 	 	 	1	 	1	 	13	 	 	 	 	3	4	2	1	 	 	 	 	 	 	 	9	 	 	 	47	 	1	 	 	1	 	1	 	 	 	 	 	 	 	 	1	 	 	 	34	 	 	 	 	8	1	7	 	 	 	1	1	 	 	1	 	 	 	 	95	1	 	 	 	28	4	2	4	1	1	 	4	1	2	2	10	1	1	2	258	5	1	 	 	30	4	5	1	 	1	4	6	 	3	 	1	1	 	2	368	4	3	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	2	 	 	 	 	38	11	2	4	 	 	2	2	 	3	3	4	1	8	3	445	13	6	 	2	8
A_S	396	48	157	6	58	9	11	88	31	13	31	28	4	39	32	-2563	271	2	19	15	1	 	1	1	 	1	 	 	 	 	 	 	 	 	 	7	1	 	 	5	1	 	1	 	 	 	 	1	 	 	 	2	 	 	 	19	3	 	1	15	1	1	4	1	 	 	1	3	 	1	1	 	 	 	 	31	6	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	 	 	5	3	4	3	 	1	 	 	1	1	2	1	1	 	 	2	33	5	 	 	3	1	1	 	 	 	 	 	1	 	1	 	 	 	 	 	8	1	 	 	6	14	1	2	1	1	 	 	 	 	1	1	2	 	1	2	117	10	 	1	1	 	 	1	 	 	 	 	 	1	 	 	 	 	 	 	11	1	 	 	3	3	 	1	 	 	 	1	1	1	 	7	 	 	1	 	26	1	 	1	4	1	1	1	 	1	 	 	1	 	 	 	 	 	 	 	20	3	 	 	10	1	 	1	 	 	 	 	 	 	1	 	 	 	 	 	21	1	 	 	2	1	 	1	 	1	 	 	4	 	 	 	 	 	 	 	17	 	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	 	 	5	4	1	2	 	1	 	 	4	 	 	 	 	 	 	 	43	1	 	 	25	23	5	16	2	3	1	2	6	1	1	2	9	 	2	5	287	15	 	2	24	14	1	16	1	6	1	8	4	3	1	7	13	2	2	10	208	14	 	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	2	 	 	25	8	2	8	2	3	1	1	2	2	3	1	2	 	2	1	174	10	 	 	4
A_T	287	29	75	20	3	9	9	5	6	148	40	52	53	4	30	324	-2577	 	4	136	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	18	 	 	2	2	 	1	 	 	 	 	 	 	1	 	1	 	 	 	1	11	 	 	4	2	1	1	 	 	 	 	 	 	1	1	1	 	 	1	2	60	 	 	4	1	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	25	 	 	2	3	1	1	 	 	 	 	 	 	3	1	2	 	 	 	3	54	 	 	4	 	 	 	 	 	 	 	 	 	 	2	1	 	 	 	2	15	 	 	11	5	4	1	 	2	 	1	 	 	2	1	2	1	1	1	3	103	 	1	13	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	8	 	 	2	2	 	 	 	 	 	 	 	 	1	1	 	 	 	 	3	34	 	 	4	 	 	 	1	 	 	 	 	 	1	 	1	 	 	2	1	17	 	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	11	 	 	2	1	 	 	 	 	 	 	 	 	2	 	 	1	 	 	1	11	 	 	2	 	 	 	 	 	1	 	 	 	1	 	 	1	 	 	1	2	 	 	43	4	2	1	 	 	 	 	1	 	5	 	 	1	 	1	1	37	 	 	43	23	1	5	3	1	1	1	2	2	3	2	2	2	1	2	18	260	 	1	28	17	5	3	1	1	1	1	1	4	2	3	6	3	 	5	10	198	 	 	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	2	1	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	3	 	 	22	24	1	3	1	 	1	3	2	1	7	1	2	4	1	6	15	241	 	 	8
A_W	2	35	 	 	17	4	38	10	5	2	9	5	 	51	8	12	13	-1801	5	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	56	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	 	7	 	2	 	 	 	 	3	1	 	 	 	 	 	 	 	 	 	18	1	6	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	43	 	3	 	5	 	 	 	 	1	 	 	 	 	1	 	 	 	2	 	49	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	13	 	5	 	 	 	 	 	 	1	7	 	3	 	 	 	 	 	 	 	65	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	39	 	5	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	82	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	37	 	4	 	2	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	18	 	7	 	 	 	 	 	 	 	2	 	1	 	 	 	 	 	 	 	82	 	13	1	3	2	1	 	1	2	4	1	1	2	 	 	2	 	6	 	493	1	18	11	4	 	 	 	 	1	 	 	 	1	 	 	 	 	 	24	245	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	1	 	16	 	 	 	 	 	 	3	 	 	 	4	 	 	 	 	 	 	236	 	1
A_Y	1	5	6	11	28	 	6	1	129	1	4	 	 	356	1	23	2	 	-1746	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	 	 	 	 	 	1	 	 	 	3	 	 	 	 	1	 	 	 	 	14	2	 	 	 	 	1	 	 	 	2	 	 	 	 	1	 	 	 	 	27	1	 	 	 	 	 	 	 	 	5	 	 	 	 	 	 	 	 	 	29	1	 	1	 	 	1	 	 	 	3	 	 	 	 	2	 	 	 	 	34	3	 	 	 	 	1	 	 	 	 	 	 	 	 	1	 	 	 	 	5	13	 	2	 	 	6	 	2	 	17	 	 	1	 	5	 	1	 	 	125	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	3	1	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	3	 	 	 	 	 	 	 	 	1	 	 	 	 	6	 	2	 	 	10	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	11	1	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	11	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	3	 	 	1	 	1	 	 	 	 	 	 	 	 	4	 	 	 	 	47	29	 	1	1	 	2	 	 	 	8	 	 	 	 	21	1	1	 	 	322	10	1	 	1	 	4	 	2	 	14	1	2	 	 	10	 	1	 	 	197	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	10	 	 	2	 	4	 	1	 	6	 	1	 	 	5	 	1	 	 	211	 
A_V	104	4	2	5	9	12	6	6	1	648	169	4	47	16	6	9	45	 	12	-6857	216	186	215	733	30	867	219	173	94	136	298	159	59	140	150	261	204	68	230	205	1	1	1	1	 	1	 	 	 	1	1	1	 	 	 	1	 	 	1	8	1	1	 	 	 	 	 	 	 	1	 	1	 	 	 	1	1	 	 	27	2	2	1	2	1	2	1	1	 	2	3	1	1	 	 	1	 	 	1	25	2	1	 	1	 	1	1	1	1	1	1	1	 	 	 	1	1	 	1	43	5	4	3	12	1	7	4	3	2	3	5	4	1	3	2	6	4	 	3	17	5	2	2	3	 	4	2	1	 	7	4	2	1	3	1	2	2	 	1	108	2	2	2	6	2	6	2	2	1	2	2	1	 	1	 	3	2	 	3	11	2	 	 	 	1	 	 	2	 	5	2	2	 	1	 	1	1	 	1	25	2	2	1	3	 	2	1	1	1	4	2	1	 	1	1	2	1	 	1	52	7	8	7	20	3	22	6	6	4	5	10	6	3	5	3	8	7	1	6	17	1	 	 	1	 	 	 	 	 	5	1	1	 	 	 	 	1	 	 	9	1	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	8	2	 	1	1	 	3	1	2	1	1	1	1	 	1	 	1	3	 	1	30	5	1	2	3	1	4	2	2	1	15	8	3	2	1	1	2	4	 	2	174	5	1	1	1	 	2	2	1	1	11	9	1	1	1	1	3	7	 	 	121	1	1	1	1	 	1	1	1	 	 	1	 	 	 	 	1	 	 	 	4	1	1	 	 	 	1	 	 	1	1	 	 	 	 	 	 	1	 	 	28	8	 	 	1	 	1	 	5	 	42	13	1	4	1	 	1	3	 	 	199
R_A	13	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	 	591	-2732	13	23	58	6	89	17	104	5	18	15	13	24	6	81	271	242	 	13	209	11	1	 	1	 	 	 	4	 	 	 	 	 	 	 	2	1	 	 	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	 	3	39	 	 	 	 	1	 	 	 	 	 	 	1	 	1	2	1	 	 	4	9	 	 	 	 	 	1	2	 	 	 	 	 	 	 	1	1	 	 	17	139	1	1	2	1	3	1	2	 	1	1	2	 	 	1	9	13	 	 	14	17	1	 	 	 	 	 	2	 	 	 	 	 	 	 	2	2	 	 	7	56	 	2	3	 	3	1	2	 	 	1	1	 	1	1	3	3	 	1	6	4	 	 	 	 	 	 	1	 	 	 	 	 	 	 	1	1	 	 	3	28	1	1	1	 	2	1	 	1	1	1	1	 	1	 	2	1	 	 	27	386	1	4	5	4	10	8	12	1	5	2	3	1	2	9	17	13	 	 	31	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	2	 	 	 	1	 	3	 	 	 	 	 	 	 	 	 	 	 	 	2	28	 	1	 	 	 	1	1	 	 	1	 	 	 	1	2	1	 	 	8	44	2	 	1	 	2	 	1	 	1	 	2	 	 	1	3	5	 	1	5	13	 	1	 	 	1	 	 	 	 	1	 	 	 	 	10	4	 	 	4	14	 	 	 	 	2	1	 	 	 	 	1	 	 	 	1	2	 	 	2	1	 	 	1	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	2	9	 	 	 	 	1	 	 	 	 	 	 	1	 	 	2	1	 	 	 
R_R	 	9	 	 	 	 	1	 	1	 	 	3	 	 	 	 	 	 	 	464	9	-2530	36	4	61	12	171	48	102	3	18	357	7	2	13	60	26	20	10	6	 	26	11	 	 	1	1	 	2	 	 	2	 	 	 	1	1	 	 	1	 	10	 	 	 	 	1	 	 	 	 	2	 	 	 	 	 	 	 	2	 	28	 	 	1	 	1	 	1	 	1	2	 	 	 	 	1	 	 	3	 	22	 	1	 	 	2	 	1	 	 	3	 	 	 	1	1	 	 	17	 	138	2	1	1	1	6	 	5	 	1	12	 	 	1	3	1	1	 	12	1	32	1	1	1	1	2	1	2	 	 	2	 	 	1	1	 	 	 	5	 	108	 	 	2	1	3	 	3	 	1	5	 	 	 	2	1	1	 	3	 	5	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	 	 	5	 	34	1	 	 	1	3	1	1	 	 	3	 	 	 	1	2	1	 	34	1	393	8	1	9	2	21	8	9	1	8	42	 	1	2	5	1	1	2	2	 	7	 	 	 	 	1	 	 	 	 	2	 	 	 	 	 	 	 	1	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	13	 	 	1	 	 	 	1	 	 	2	 	 	 	1	 	 	 	8	 	41	2	1	 	 	5	1	2	 	1	5	 	 	1	1	1	1	 	4	1	21	4	 	 	1	1	 	2	 	1	6	 	 	 	 	 	1	 	2	 	27	 	 	 	 	2	 	1	 	 	1	 	 	 	1	 	 	 	2	 	11	 	 	 	 	1	 	 	1	 	2	 	 	 	 	 	1	 	3	 	10	 	 	 	 	 	 	1	 	1	1	 	 	 	 	 	 	 	 
R_N	 	 	7	1	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	434	17	20	-2412	318	5	28	18	45	98	10	5	69	2	2	3	289	69	1	31	5	1	1	19	2	 	1	 	 	1	 	 	1	 	 	 	1	 	 	 	1	 	 	8	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	1	1	 	13	1	 	 	 	 	 	 	 	1	 	 	 	2	 	 	 	4	 	1	10	1	 	 	1	1	1	 	 	2	 	 	 	2	 	 	 	11	1	2	103	6	 	7	 	1	6	1	1	6	 	 	 	8	4	 	2	6	1	 	32	4	 	2	 	3	 	2	 	3	 	 	1	5	1	 	 	4	1	 	67	4	 	2	 	1	1	1	 	3	 	 	 	3	1	 	1	2	 	 	4	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	 	6	2	 	22	2	 	4	 	1	2	1	1	6	 	 	 	2	1	 	 	25	1	4	354	21	1	5	3	9	12	10	1	10	1	 	 	21	8	 	2	2	 	 	5	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	3	16	1	 	 	 	2	 	1	 	 	 	 	 	2	 	 	 	7	1	1	46	3	 	1	1	2	1	1	1	1	 	 	 	6	1	 	4	2	1	 	29	2	 	1	1	 	1	1	1	2	 	 	 	2	1	 	 	3	1	 	18	2	 	 	 	4	1	 	 	1	 	 	 	3	1	 	 	2	 	 	4	1	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	3	1	 	 	 	 	 	 	 	 	 	 	 	3	1	 	 	 
R_D	 	 	 	6	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	403	17	2	100	-1537	2	213	7	35	12	2	2	6	 	1	1	21	6	1	4	6	1	 	1	12	 	2	 	 	 	 	 	 	 	 	 	1	 	 	 	1	 	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	18	 	3	 	 	 	 	 	 	 	 	 	1	 	 	 	3	 	 	 	8	 	1	1	1	 	 	 	1	 	 	 	1	 	 	 	8	3	 	7	91	 	5	1	2	1	 	1	1	 	 	 	3	1	 	 	3	1	 	2	23	 	4	 	1	 	 	 	1	 	 	 	1	 	 	 	3	1	 	4	81	 	6	 	 	1	 	 	 	 	 	 	1	 	 	 	1	 	 	 	3	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	2	16	 	5	2	1	1	 	 	 	 	 	 	 	 	 	 	15	2	1	8	244	 	31	1	5	3	 	 	2	 	 	 	3	1	 	1	3	 	 	 	6	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	1	7	 	1	 	 	2	 	 	 	 	 	 	 	 	 	 	4	1	 	3	27	 	2	 	1	 	 	 	1	 	 	 	 	 	 	 	3	 	 	2	10	 	1	 	 	 	 	 	 	 	 	 	1	1	 	 	1	 	 	1	12	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
R_C	 	1	 	 	9	 	1	 	4	 	 	 	 	 	 	1	 	 	 	448	22	161	24	37	-2467	3	11	14	27	19	23	11	3	75	10	262	43	5	151	18	 	1	1	 	16	 	 	 	1	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 	3	1	1	1	 	95	 	 	1	2	3	1	 	 	 	 	3	 	 	1	2	 	1	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	 	6	1	 	101	 	1	1	1	1	1	 	1	 	 	9	1	 	2	10	 	2	 	 	32	 	1	 	 	 	 	 	 	 	2	1	 	 	4	18	 	5	 	 	99	4	1	1	2	 	1	 	 	 	 	9	 	 	3	3	 	 	2	 	26	 	1	 	1	 	 	 	 	 	 	 	 	 	 	7	3	5	 	 	128	 	1	 	18	1	1	 	 	 	 	8	2	 	4	35	1	15	4	1	386	1	5	3	7	 	3	 	 	3	1	27	1	 	5	3	 	 	 	 	20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	 	 	6	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	2	 	 	11	 	 	 	 	 	 	 	 	 	 	4	1	 	1	9	1	2	2	 	58	 	1	2	 	 	1	 	 	1	1	2	 	 	5	3	 	 	2	 	13	 	 	 	1	1	 	 	 	 	 	1	 	 	3	2	 	15	 	 	8	 	 	1	 	 	 	1	 	 	 	1	 	 	 	2	 	 	 	 	12	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	1	 	2	2	 	 	 	4	 	 	 	 	 	 	 	 	 	2	 
